"Cluster","Prevalence (%)","Data Source"
"Hypertension–Diabetes–Osteoarthritis–Visual Impairment/Overweight","7.3%","https://journals.sagepub.com/doi/10.1177/23333928231178774?icid=int.sj-full-text.citing-articles.130"
"Hypertension–Coronary Artery Disease–Diabetes","9.8–14.9","https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0079641"
"Disease Combination","Population/Study Context","Notable Insights"
"Hypertension + Hyperlipidemia","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2022.953886/full","Most prevalent combination; often co-treated"
"Diabetes + Hypertension","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2022.953886/full","Strongly associated; common in cardio-metabolic clusters"
"Arthritis + Hypertension","https://journals.sagepub.com/doi/full/10.1177/26335565241258851","Frequently reported, especially in older adults"
"Hypertension + Overweight","https://journals.sagepub.com/doi/full/10.1177/26335565241258851","Common dyad in epidemiological studies"
"Cardiovascular Disease + Heart Failure","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2022.953886/full","Highest lift (co-occurrence much higher than expected)"
"Diabetes + Asthma/COPD + Arthritis","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2022.953886/full","Triad most associated with perceived poor health"
"Acid Peptic Disease + Arthritis","https://journals.sagepub.com/doi/full/10.1177/26335565241258851","Most common dyad among young men"
"Acid Peptic Disease + Hypertension","https://journals.sagepub.com/doi/full/10.1177/26335565241258851","Most common dyad among women"
"Hypertension + Chronic Lung Disease/Arthritis/Visual Difficulty","https://journals.sagepub.com/doi/full/10.1177/26335565241258851","Age-related clustering"
"Chronic Kidney Disease + Diabetes + Hypertension","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2022.953886/full","Classic metabolic syndrome cluster"
"Stroke + Hypertension + Diabetes","https://www.nature.com/articles/s43856-024-00529-4","Found in metabolic and cardiovascular clusters"
"No.","Disease 1","Disease 2","Disease 3","Prevalence (%)","Reference Link"
"148","Hypertension","Stroke","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"149","Diabetes","COPD","Depression","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"150","Diabetes","COPD","Cancer","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"151","Diabetes","COPD","Asthma","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"152","Diabetes","COPD","Osteoarthritis","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"153","Diabetes","COPD","Heart Failure","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"154","Diabetes","COPD","Chronic Pain","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"155","Diabetes","COPD","Anxiety","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"156","Diabetes","COPD","Stroke","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"157","Diabetes","COPD","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"158","Diabetes","Cancer","Asthma","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"159","Diabetes","Cancer","Osteoarthritis","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"160","Diabetes","Cancer","Heart Failure","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"161","Diabetes","Cancer","Chronic Pain","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"162","Diabetes","Cancer","Anxiety","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"163","Diabetes","Cancer","Stroke","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"164","Diabetes","Cancer","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"165","Diabetes","Asthma","Osteoarthritis","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"166","Diabetes","Asthma","Heart Failure","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"167","Diabetes","Asthma","Chronic Pain","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"168","Diabetes","Asthma","Anxiety","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"169","Diabetes","Asthma","Stroke","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"170","Diabetes","Asthma","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"171","Diabetes","Osteoarthritis","Heart Failure","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"172","Diabetes","Osteoarthritis","Chronic Pain","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"173","Diabetes","Osteoarthritis","Anxiety","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"174","Diabetes","Osteoarthritis","Stroke","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"175","Diabetes","Osteoarthritis","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"176","Diabetes","Heart Failure","Chronic Pain","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"177","Diabetes","Heart Failure","Anxiety","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"178","Diabetes","Heart Failure","Stroke","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"179","Diabetes","Heart Failure","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"180","Diabetes","Chronic Pain","Anxiety","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"181","Diabetes","Chronic Pain","Stroke","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"182","Diabetes","Chronic Pain","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"183","Diabetes","Anxiety","Stroke","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"184","Diabetes","Anxiety","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"185","Diabetes","Stroke","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"186","COPD","Cancer","Asthma","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"187","COPD","Cancer","Osteoarthritis","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"188","COPD","Cancer","Heart Failure","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"189","COPD","Cancer","Chronic Pain","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"190","COPD","Cancer","Anxiety","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"191","COPD","Cancer","Stroke","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"192","COPD","Cancer","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"193","COPD","Asthma","Osteoarthritis","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"194","COPD","Asthma","Heart Failure","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"195","COPD","Asthma","Chronic Pain","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"196","COPD","Asthma","Anxiety","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"197","COPD","Asthma","Stroke","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"198","COPD","Asthma","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"199","COPD","Osteoarthritis","Heart Failure","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"200","COPD","Osteoarthritis","Chronic Pain","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"No.","Disease 1","Disease 2","Disease 3","Prevalence (%)","Reference Link"
"1","Hypertension","Ischemic Heart Disease","Cerebrovascular Disease","12.76","https://www.nature.com/articles/s41598-023-46227-4"
"2","Diabetes","Hypertension","Ischemic Heart Disease","9.81","https://www.nature.com/articles/s41598-023-46227-4"
"3","Dyslipidemia","Hyperuricemia","Hypertension","8.9","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2023.1163791/full"
"4","Dyslipidemia","Hypertension","Diabetes","7.8","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2023.1163791/full"
"5","Dyslipidemia","Hyperuricemia","Diabetes","7.2","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2023.1163791/full"
"6","Diabetes","Hyperuricemia","Gout","6.6","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2023.1163791/full"
"7","Hypertension","Hyperuricemia","Coronary Heart Disease","3.4","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2023.1163791/full"
"8","Dyslipidemia","Hyperuricemia","Gout","2.95","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2023.1163791/full"
"9","CCVD (Cardiocerebrovascular Disease)","Osteoarthropathy","Hypertension","2.0","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2024.1349418/full"
"10","Hypertension","Diabetes","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"11","Hypertension","Hyperlipidemia","Diabetes","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"12","Hypertension","Hyperlipidemia","Arthritis","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"13","Hypertension","Diabetes","Arthritis","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"14","Hypertension","Arthritis","Cardiovascular Disease","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"15","Diabetes","Arthritis","Cardiovascular Disease","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"16","Diabetes","Arthritis","Asthma/COPD","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"17","Hypertension","Hyperlipidemia","Asthma/COPD","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"18","Diabetes","Hypertension","Asthma/COPD","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"19","Hypertension","Asthma/COPD","Cardiovascular Disease","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"20","Hypertension","Cardiovascular Disease","Chronic Kidney Disease","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"21","Hypertension","Diabetes","Chronic Kidney Disease","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"22","Hypertension","Hyperlipidemia","Chronic Kidney Disease","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"23","Hypertension","Diabetes","Cancer","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"24","Hypertension","Hyperlipidemia","Cancer","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"25","Hypertension","Arthritis","Cancer","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"26","Diabetes","Arthritis","Cancer","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"27","Hypertension","Asthma/COPD","Cancer","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"28","Diabetes","Asthma/COPD","Cancer","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"29","Hypertension","Cardiovascular Disease","Cancer","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"30","Hypertension","Arthritis","Asthma/COPD","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"31","Hypertension","Asthma/COPD","Chronic Kidney Disease","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"32","Diabetes","Asthma/COPD","Chronic Kidney Disease","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"33","Hypertension","Cardiovascular Disease","Asthma/COPD","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"34","Hypertension","Arthritis","Chronic Kidney Disease","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"35","Diabetes","Arthritis","Chronic Kidney Disease","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"36","Hypertension","Hyperlipidemia","Depression","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"37","Hypertension","Diabetes","Depression","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"38","Hypertension","Arthritis","Depression","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"39","Diabetes","Arthritis","Depression","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"40","Hypertension","Asthma/COPD","Depression","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"41","Diabetes","Asthma/COPD","Depression","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"42","Hypertension","Cardiovascular Disease","Depression","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"43","Hypertension","Hyperlipidemia","Stroke","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"44","Hypertension","Diabetes","Stroke","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"45","Hypertension","Arthritis","Stroke","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"46","Diabetes","Arthritis","Stroke","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"47","Hypertension","Asthma/COPD","Stroke","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"48","Diabetes","Asthma/COPD","Stroke","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"49","Hypertension","Cardiovascular Disease","Stroke","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"50","Diabetes","Cardiovascular Disease","Stroke","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"51","Hypertension","Hyperlipidemia","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"52","Hypertension","Diabetes","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"53","Hypertension","Arthritis","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"54","Diabetes","Arthritis","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"55","Hypertension","Asthma/COPD","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"56","Diabetes","Asthma/COPD","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"57","Hypertension","Cardiovascular Disease","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"58","Diabetes","Cardiovascular Disease","Obesity","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"59","Hypertension","Hyperlipidemia","Heart Failure","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"60","Hypertension","Diabetes","Heart Failure","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"61","Hypertension","Arthritis","Heart Failure","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"62","Diabetes","Arthritis","Heart Failure","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"63","Hypertension","Asthma/COPD","Heart Failure","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"64","Diabetes","Asthma/COPD","Heart Failure","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"65","Hypertension","Cardiovascular Disease","Heart Failure","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"66","Diabetes","Cardiovascular Disease","Heart Failure","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"67","Hypertension","Hyperlipidemia","Chronic Pain","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"68","Hypertension","Diabetes","Chronic Pain","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"69","Hypertension","Arthritis","Chronic Pain","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"70","Diabetes","Arthritis","Chronic Pain","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"71","Hypertension","Asthma/COPD","Chronic Pain","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"72","Diabetes","Asthma/COPD","Chronic Pain","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"73","Hypertension","Cardiovascular Disease","Chronic Pain","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"74","Diabetes","Cardiovascular Disease","Chronic Pain","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"75","Hypertension","Hyperlipidemia","Anxiety","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"76","Hypertension","Diabetes","Anxiety","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"77","Hypertension","Arthritis","Anxiety","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"78","Diabetes","Arthritis","Anxiety","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"79","Hypertension","Asthma/COPD","Anxiety","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"80","Diabetes","Asthma/COPD","Anxiety","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"81","Hypertension","Cardiovascular Disease","Anxiety","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"82","Diabetes","Cardiovascular Disease","Anxiety","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"83","Hypertension","Hyperlipidemia","Osteoporosis","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"84","Hypertension","Diabetes","Osteoporosis","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"85","Hypertension","Arthritis","Osteoporosis","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"86","Diabetes","Arthritis","Osteoporosis","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"87","Hypertension","Asthma/COPD","Osteoporosis","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"88","Diabetes","Asthma/COPD","Osteoporosis","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"89","Hypertension","Cardiovascular Disease","Osteoporosis","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"90","Diabetes","Cardiovascular Disease","Osteoporosis","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"91","Hypertension","Hyperlipidemia","Thyroid Disorders","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"92","Hypertension","Diabetes","Thyroid Disorders","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"93","Hypertension","Arthritis","Thyroid Disorders","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"94","Diabetes","Arthritis","Thyroid Disorders","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"95","Hypertension","Asthma/COPD","Thyroid Disorders","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"96","Diabetes","Asthma/COPD","Thyroid Disorders","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"97","Hypertension","Cardiovascular Disease","Thyroid Disorders","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"98","Diabetes","Cardiovascular Disease","Thyroid Disorders","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"99","Hypertension","Hyperlipidemia","Osteoarthritis","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"100","Hypertension","Diabetes","Osteoarthritis","","https://pmc.ncbi.nlm.nih.gov/articles/PMC9717681/"
"No.","Disease 1","Disease 2","Prevalence (%)","Reference"
"1","Hypertension","Hyperlipidemia","13.3 – 30.8","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2023.1163791/full"
"2","Hypertension","Arthritis","7.6 (5.8–9.5)","https://pmc.ncbi.nlm.nih.gov/articles/PMC10884267/"
"3","Hypertension","Diabetes","7.5 (6.4–8.6)","https://pmc.ncbi.nlm.nih.gov/articles/PMC10884267/"
"4","Hypertension","HIV","4.8 (3.3–6.6)","https://pmc.ncbi.nlm.nih.gov/articles/PMC10884267/"
"5","Hypertension","Ischemic Heart Disease","3.7 (2.6–4.8)","https://pmc.ncbi.nlm.nih.gov/articles/PMC10884267/"
"6","Diabetes","Arthritis","2.5","https://pmc.ncbi.nlm.nih.gov/articles/PMC10884267/"
"7","Dyslipidemia","Hyperuricemia","26.2","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2023.1163791/full"
"8","Dyslipidemia","Hypertension","24.9","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2023.1163791/full"
